Time (CET),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
4:00 PM,8 °C,0,0,30%,1029 hPa,15 km,Calm,Calm,0,0,	 ,
4:55 PM,6.0 °C,0,0,46%,1028 hPa,0,SW,1.9 km/h		/ 0.5 m/s,0,N/A,	 ,Clear
5:00 PM,6 °C,0,0,31%,1029 hPa,10 km,SW,1.9 km/h		/  ,0,0,	 ,
5:55 PM,3.0 °C,0,0,56%,1029 hPa,0,NW,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Clear
6:00 PM,3 °C,0,0,43%,1030 hPa,10 km,NW,3.7 km/h		/  ,0,0,	 ,
6:55 PM,0.0 °C,0,0,75%,1029 hPa,0,Calm,Calm,0,N/A,	 ,Clear
7:00 PM,0 °C,0,0,65%,1029 hPa,10 km,Calm,Calm,0,0,	 ,
7:55 PM,0.0 °C,0,0,80%,1029 hPa,0,North,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Clear
8:00 PM,0 °C,0,0,73%,1029 hPa,10 km,North,7.4 km/h		/  ,0,0,	 ,
8:55 PM,0.0 °C,0,0,80%,1029 hPa,0,North,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Clear
9:00 PM,0 °C,0,0,73%,1030 hPa,10 km,North,7.4 km/h		/  ,0,0,	 ,
9:55 PM,0.0 °C,0,0,80%,1029 hPa,0,North,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
10:00 PM,0 °C,0,0,73%,1030 hPa,10 km,North,9.3 km/h		/  ,0,0,	 ,
10:55 PM,0.0 °C,0,0,80%,1029 hPa,0,North,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
11:00 PM,0 °C,0,0,73%,1030 hPa,10 km,North,9.3 km/h		/  ,0,0,	 ,
11:55 PM,0,0,0,80%,1029 hPa,0,NNE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
12:00 AM,0,0,0,75%,1030 hPa,10 km,NNE,9.3 km/h		/  ,0,0,	 ,
12:55 AM,0,0,0,80%,1029 hPa,0,Calm,Calm,0,N/A,	 ,Clear
1:00 AM,0,0,0,76%,1030 hPa,10 km,Calm,Calm,0,0,	 ,
1:55 AM,0,0,0,80%,1029 hPa,0,Calm,Calm,0,N/A,	 ,Clear
2:00 AM,0,0,0,76%,1030 hPa,10 km,Calm,Calm,0,0,	 ,
2:55 AM,0,0,0,80%,1029 hPa,0,North,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
3:00 AM,0,0,0,76%,1029 hPa,10 km,North,9.3 km/h		/  ,0,0,	 ,
3:55 AM,0,0,0,80%,1029 hPa,0,North,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
4:00 AM,0,0,0,80%,1029 hPa,10 km,North,9.3 km/h		/  ,0,0,	 ,
5:00 AM,0,0,0,78%,1029 hPa,10 km,NNW,3.7 km/h		/  ,0,0,	 ,
5:55 AM,0,0,0,93%,1028 hPa,0,North,13.0 km/h		/ 3.6 m/s,0,N/A,	 ,Clear
6:00 AM,0,0,0,88%,1029 hPa,10 km,North,13.0 km/h		/  ,0,0,	 ,
6:55 AM,0,0,0,93%,1028 hPa,0,North,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Clear
7:00 AM,0,0,0,88%,1029 hPa,10 km,North,5.6 km/h		/  ,0,0,	 ,
7:55 AM,0,0,0,86%,1028 hPa,0,North,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Clear
8:00 AM,0,0,0,81%,1029 hPa,35 km,North,7.4 km/h		/  ,0,0,	 ,
8:55 AM,0.0 °C,0,0,87%,1029 hPa,0,North,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Clear
9:00 AM,0 °C,0,0,78%,1029 hPa,40 km,North,11.1 km/h		/  ,0,0,	 ,
9:55 AM,4.0 °C,2.8 °C,0.0 °C,75%,1029 hPa,0,NNE,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Clear
10:00 AM,4 °C,0,0 °C,65%,1030 hPa,40 km,NNE,5.6 km/h		/  ,0,0,	 ,
10:55 AM,7.0 °C,4.9 °C,0,49%,1029 hPa,0,East,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Clear
11:00 AM,7 °C,0,0,36%,1030 hPa,40 km,East,11.1 km/h		/  ,0,0,	 ,
11:55 AM,8.0 °C,6.4 °C,0,43%,1029 hPa,0,East,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
12:00 PM,8 °C,0,0,32%,1029 hPa,40 km,East,9.3 km/h		/  ,0,0,	 ,
12:55 PM,9.0 °C,0,0,40%,1028 hPa,0,East,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Clear
1:00 PM,9 °C,0,0,27%,1029 hPa,40 km,East,11.1 km/h		/  ,0,0,	 ,
1:55 PM,9.0 °C,0,0,37%,1027 hPa,0,East,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
2:00 PM,9 °C,0,0,24%,1028 hPa,30 km,East,9.3 km/h		/  ,0,0,	 ,
2:55 PM,10.0 °C,0,0,37%,1027 hPa,0,East,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Clear
3:00 PM,10 °C,0,0,24%,1027 hPa,30 km,East,7.4 km/h		/  ,0,0,	 ,
3:55 PM,10.0 °C,0,0,35%,1027 hPa,0,ENE,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Clear
4:00 PM,10 °C,0,0,23%,1027 hPa,30 km,ENE,3.7 km/h		/  ,0,0,	 ,
4:55 PM,8.0 °C,0,0,40%,1027 hPa,0,NNE,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Clear
5:00 PM,8 °C,0,0,27%,1027 hPa,30 km,NNE,3.7 km/h		/  ,0,0,	 ,
5:55 PM,4.0 °C,0,0,52%,1027 hPa,0,North,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Clear
6:00 PM,4 °C,0,0,40%,1027 hPa,30 km,North,3.7 km/h		/  ,0,0,	 ,
7:00 PM,1 °C,0,0,58%,1028 hPa,20 km,ESE,7.4 km/h		/  ,0,0,	 ,
7:55 PM,0.0 °C,0,0,75%,1027 hPa,0,Calm,Calm,0,N/A,	 ,Clear
8:00 PM,0,0,0,68%,1028 hPa,15 km,Calm,Calm,0,0,	 ,
8:55 PM,0,0,0,86%,1027 hPa,0,NE,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Clear
9:00 PM,0,0,0,84%,1028 hPa,10 km,NE,11.1 km/h		/  ,0,0,	 ,
9:55 PM,2.0 °C,0,0,81%,1027 hPa,0,NE,14.8 km/h		/ 4.1 m/s,0,N/A,	 ,Clear
10:00 PM,2 °C,0,0,72%,1027 hPa,10 km,NE,14.8 km/h		/  ,0,0,	 ,
10:55 PM,2.0 °C,0,0,81%,1027 hPa,0,NE,13.0 km/h		/ 3.6 m/s,0,N/A,	 ,Clear
11:00 PM,2 °C,0,0,72%,1027 hPa,10 km,NE,13.0 km/h		/  ,0,0,	 ,
11:55 PM,0.0 °C,0,0,87%,1027 hPa,0,NE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
12:00 AM,0 °C,0,0,73%,1028 hPa,10 km,NE,9.3 km/h		/  ,0,0,	 ,
12:55 AM,0.0 °C,0,0,87%,1026 hPa,0,NE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
1:00 AM,0 °C,0,0,74%,1027 hPa,10 km,NE,9.3 km/h		/  ,0,0,	 ,
1:55 AM,0.0 °C,0,0,80%,1026 hPa,0,NNE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
2:00 AM,0 °C,0,0,72%,1027 hPa,10 km,NNE,9.3 km/h		/  ,0,0,	 ,
2:55 AM,0.0 °C,0,0,80%,1026 hPa,0,NNE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
3:00 AM,0 °C,0,0,72%,1027 hPa,10 km,NNE,9.3 km/h		/  ,0,0,	 ,
3:55 AM,0.0 °C,0,0,80%,1026 hPa,0,NNE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
4:00 AM,0 °C,0,0,77%,1026 hPa,10 km,NNE,9.3 km/h		/  ,0,0,	 ,
4:55 AM,0.0 °C,0,0,80%,1025 hPa,0,NNE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
5:00 AM,0 °C,0,0,77%,1025 hPa,10 km,NNE,9.3 km/h		/  ,0,0,	 ,
6:00 AM,0 °C,0,0,85%,1025 hPa,10 km,North,7.4 km/h		/  ,0,0,	 ,Partly Cloudy
6:55 AM,0.0 °C,0,0,80%,1024 hPa,10.0 km,North,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Mostly Cloudy
7:00 AM,0 °C,0,0,75%,1025 hPa,10 km,North,11.1 km/h		/  ,0,0,	 ,Mostly Cloudy
7:55 AM,0.0 °C,0,0,80%,1023 hPa,10.0 km,NNW,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Mostly Cloudy
8:00 AM,0 °C,0,0,77%,1024 hPa,15 km,NNW,11.1 km/h		/  ,0,0,	 ,Mostly Cloudy
8:55 AM,2.0 °C,0,0,81%,1023 hPa,10.0 km,North,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Mostly Cloudy
9:00 AM,2 °C,0,0,71%,1024 hPa,15 km,North,9.3 km/h		/  ,0,0,	 ,Mostly Cloudy
9:55 AM,3.0 °C,0,0.0 °C,81%,1023 hPa,10.0 km,NNW,1.9 km/h		/ 0.5 m/s,0,N/A,	 ,Mostly Cloudy
10:00 AM,3 °C,0,0,70%,1024 hPa,20 km,NNW,1.9 km/h		/  ,0,0,	 ,Mostly Cloudy
10:55 AM,3.0 °C,0,0.0 °C,81%,1023 hPa,10.0 km,West,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Mostly Cloudy
11:00 AM,3 °C,0,0,72%,1024 hPa,20 km,West,3.7 km/h		/  ,0,0,	 ,Mostly Cloudy
11:55 AM,5.0 °C,0,1.0 °C,76%,1023 hPa,10.0 km,Calm,Calm,0,N/A,	 ,Mostly Cloudy
12:00 PM,5 °C,0,1 °C,66%,1023 hPa,30 km,Calm,Calm,0,0,	 ,Mostly Cloudy
12:55 PM,7.0 °C,0,1.0 °C,66%,1022 hPa,10.0 km,WNW,1.9 km/h		/ 0.5 m/s,0,N/A,	 ,Scattered Clouds
1:00 PM,7 °C,0,1 °C,54%,1022 hPa,20 km,WNW,1.9 km/h		/  ,0,0,	 ,Partly Cloudy
1:55 PM,8.0 °C,7.3 °C,1.0 °C,62%,1021 hPa,10.0 km,South,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Scattered Clouds
2:00 PM,8 °C,0,1 °C,51%,1022 hPa,20 km,South,5.6 km/h		/  ,0,0,	 ,Partly Cloudy
2:55 PM,8.0 °C,0,1.0 °C,62%,1021 hPa,10.0 km,SE,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Scattered Clouds
3:00 PM,8 °C,0,1 °C,51%,1021 hPa,20 km,SE,3.7 km/h		/  ,0,0,	 ,Partly Cloudy
3:55 PM,8.0 °C,6.8 °C,2.0 °C,66%,1020 hPa,10.0 km,ESE,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Scattered Clouds
4:00 PM,8 °C,0,2 °C,52%,1021 hPa,15 km,ESE,7.4 km/h		/  ,0,0,	 ,Partly Cloudy
4:55 PM,8.0 °C,0,3.0 °C,71%,1021 hPa,10.0 km,Calm,Calm,0,N/A,	 ,Scattered Clouds
5:00 PM,8 °C,0,3 °C,62%,1022 hPa,12 km,Calm,Calm,0,0,	 ,Partly Cloudy
5:55 PM,5.0 °C,0,2.0 °C,81%,1020 hPa,10.0 km,WNW,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Scattered Clouds
6:00 PM,5 °C,0,2 °C,72%,1021 hPa,12 km,WNW,3.7 km/h		/  ,0,0,	 ,Partly Cloudy
6:55 PM,3.0 °C,1.6 °C,0.0 °C,81%,1020 hPa,10.0 km,North,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Scattered Clouds
7:00 PM,3 °C,0,0 °C,79%,1021 hPa,12 km,North,5.6 km/h		/  ,0,0,	 ,Partly Cloudy
7:55 PM,1.0 °C,0,0.0 °C,93%,1020 hPa,10.0 km,NNE,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Scattered Clouds
8:00 PM,1 °C,0,0 °C,92%,1021 hPa,12 km,NNE,3.7 km/h		/  ,0,0,	 ,Partly Cloudy
8:55 PM,1.0 °C,0,0,87%,1020 hPa,0,North,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Clear
9:00 PM,1 °C,0,0,80%,1021 hPa,15 km,North,5.6 km/h		/  ,0,0,	 ,
10:00 PM,0 °C,0,0,79%,1020 hPa,15 km,Calm,Calm,0,0,	 ,
10:55 PM,0,0,0,93%,1020 hPa,0,North,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Clear
11:00 PM,0,0,0,84%,1020 hPa,15 km,North,5.6 km/h		/  ,0,0,	 ,
11:55 PM,0,0,0,86%,1020 hPa,0,Calm,Calm,0,N/A,	 ,Clear
12:00 AM,0,0,0,80%,1020 hPa,15 km,Calm,Calm,0,0,	 ,
1:00 AM,0,0,0,83%,1020 hPa,15 km,NNW,11.1 km/h		/  ,0,0,	 ,
1:55 AM,0,0,0,86%,1019 hPa,0,Calm,Calm,0,N/A,	 ,Clear
2:00 AM,0,0,0,85%,1019 hPa,15 km,Calm,Calm,0,0,	 ,
2:55 AM,0,0,0,86%,1019 hPa,0,Calm,Calm,0,N/A,	 ,Clear
3:00 AM,0,0,0,83%,1019 hPa,15 km,Calm,Calm,0,0,	 ,
3:55 AM,0,0,0,86%,1018 hPa,0,Calm,Calm,0,N/A,	 ,Clear
4:00 AM,0,0,0,84%,1018 hPa,15 km,Calm,Calm,0,0,	 ,
4:55 AM,0,0,0,86%,1018 hPa,0,North,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Clear
5:00 AM,0,0,0,81%,1018 hPa,15 km,North,5.6 km/h		/  ,0,0,	 ,
5:55 AM,0,0,0,86%,1017 hPa,0,West,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Clear
6:00 AM,0,0,0,81%,1018 hPa,15 km,West,3.7 km/h		/  ,0,0,	 ,
6:55 AM,0,0,0,86%,1017 hPa,0,North,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Clear
7:00 AM,0,0,0,83%,1018 hPa,20 km,North,3.7 km/h		/  ,0,0,	 ,
7:55 AM,0,0,0,80%,1018 hPa,0,North,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Clear
8:00 AM,0,0,0,72%,1019 hPa,30 km,North,11.1 km/h		/  ,0,0,	 ,
8:55 AM,0.0 °C,0,0,87%,1018 hPa,0,NE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
9:00 AM,0 °C,0,0,81%,1019 hPa,35 km,NE,9.3 km/h		/  ,0,0,	 ,
9:55 AM,4.0 °C,0,0.0 °C,75%,1018 hPa,0,East,1.9 km/h		/ 0.5 m/s,0,N/A,	 ,Clear
10:00 AM,4 °C,0,0,66%,1019 hPa,40 km,East,1.9 km/h		/  ,0,0,	 ,
10:55 AM,7.0 °C,0,0,57%,1018 hPa,0,NNW,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Clear
11:00 AM,7 °C,0,0,45%,1019 hPa,40 km,NNW,3.7 km/h		/  ,0,0,	 ,
11:55 AM,10.0 °C,0,0,43%,1018 hPa,0,NW,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Clear
12:00 PM,10 °C,0,0,31%,1018 hPa,40 km,NW,3.7 km/h		/  ,0,0,	 ,
12:55 PM,11.0 °C,0,0,44%,1017 hPa,0,SSE,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Clear
1:00 PM,11 °C,0,0,31%,1018 hPa,40 km,SSE,5.6 km/h		/  ,0,0,	 ,
1:55 PM,12.0 °C,0,0,38%,1017 hPa,0,ESE,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Clear
2:00 PM,12 °C,0,0,26%,1017 hPa,40 km,ESE,5.6 km/h		/  ,0,0,	 ,
2:55 PM,12.0 °C,0,0,38%,1017 hPa,0,East,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
3:00 PM,12 °C,0,0,27%,1017 hPa,35 km,East,9.3 km/h		/  ,0,0,	 ,
3:55 PM,11.0 °C,0,0,44%,1017 hPa,0,East,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Clear
4:00 PM,11 °C,0,0,29%,1017 hPa,30 km,East,7.4 km/h		/  ,0,0,	 ,
5:00 PM,10 °C,0,0,35%,1018 hPa,25 km,NNE,1.9 km/h		/  ,0,0,	 ,
5:55 PM,7.0 °C,5.2 °C,0.0 °C,61%,1017 hPa,0,NE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
6:00 PM,7 °C,0,0 °C,49%,1018 hPa,25 km,NE,9.3 km/h		/  ,0,0,	 ,Scattered Clouds
6:55 PM,6.0 °C,4.0 °C,0.0 °C,66%,1018 hPa,0,ENE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
7:00 PM,6 °C,0,0 °C,57%,1018 hPa,25 km,ENE,9.3 km/h		/  ,0,0,	 ,
7:55 PM,5.0 °C,2.5 °C,0.0 °C,70%,1019 hPa,0,East,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Clear
8:00 PM,5 °C,0,0 °C,63%,1019 hPa,20 km,East,11.1 km/h		/  ,0,0,	 ,
8:55 PM,2.0 °C,0,0,81%,1019 hPa,0,ENE,13.0 km/h		/ 3.6 m/s,0,N/A,	 ,Clear
9:00 PM,2 °C,0,0,77%,1020 hPa,12 km,ENE,13.0 km/h		/  ,0,0,	 ,
9:55 PM,1.0 °C,0,0,81%,1020 hPa,0,ENE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
10:00 PM,1 °C,0,0,72%,1020 hPa,12 km,ENE,9.3 km/h		/  ,0,0,	 ,
10:55 PM,1.0 °C,0,0,81%,1020 hPa,0,NE,18.5 km/h		/ 5.1 m/s,0,N/A,	 ,Clear
11:00 PM,1 °C,0,0,72%,1021 hPa,12 km,NE,18.5 km/h		/  ,0,0,	 ,
1:00 AM,1 °C,0,0,66%,1021 hPa,12 km,East,11.1 km/h		/  ,0,0,	 ,
1:55 AM,0.0 °C,0,0,75%,1020 hPa,0,East,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Clear
2:00 AM,0 °C,0,0,65%,1021 hPa,12 km,East,7.4 km/h		/  ,0,0,	 ,
2:55 AM,0.0 °C,0,0,80%,1020 hPa,0,ENE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
3:00 AM,0,0,0,78%,1021 hPa,12 km,ENE,9.3 km/h		/  ,0,0,	 ,
4:00 AM,0,0,0,80%,1021 hPa,12 km,NE,11.1 km/h		/  ,0,0,	 ,
6:00 AM,0,0,0,76%,1021 hPa,12 km,NE,13.0 km/h		/  ,0,0,	 ,
6:55 AM,0,0,0,80%,1021 hPa,0,NNE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
7:00 AM,0,0,0,71%,1022 hPa,12 km,NNE,9.3 km/h		/  ,0,0,	 ,
7:55 AM,0,0,0,80%,1022 hPa,10.0 km,North,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Scattered Clouds
8:00 AM,0,0,0,75%,1023 hPa,12 km,North,7.4 km/h		/  ,0,0,	 ,Partly Cloudy
8:55 AM,0.0 °C,0,0,80%,1023 hPa,10.0 km,NNE,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Scattered Clouds
9:00 AM,0,0,0,74%,1024 hPa,12 km,NNE,7.4 km/h		/  ,0,0,	 ,Partly Cloudy
9:55 AM,2.0 °C,0,0,75%,1024 hPa,10.0 km,NE,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Mostly Cloudy
10:00 AM,2 °C,0,0,67%,1024 hPa,12 km,NE,11.1 km/h		/  ,0,0,	 ,Mostly Cloudy
10:55 AM,4.0 °C,1.2 °C,0,61%,1024 hPa,0,East,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Clear
11:00 AM,4 °C,0,0,54%,1025 hPa,25 km,East,11.1 km/h		/  ,0,0,	 ,
11:55 AM,4.0 °C,1.7 °C,0,61%,1024 hPa,0,ENE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
12:00 PM,4 °C,0,0,47%,1025 hPa,25 km,ENE,9.3 km/h		/  ,0,0,	 ,
12:55 PM,5.0 °C,2.8 °C,0,53%,1024 hPa,0,East,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
1:00 PM,5 °C,0,0,43%,1024 hPa,25 km,East,9.3 km/h		/  ,0,0,	 ,
1:55 PM,6.0 °C,4.0 °C,0,49%,1023 hPa,0,East,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
2:00 PM,6 °C,0,0,39%,1023 hPa,25 km,East,9.3 km/h		/  ,0,0,	 ,
2:55 PM,6.0 °C,5.0 °C,0,49%,1023 hPa,0,East,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Clear
3:00 PM,6 °C,0,0,37%,1024 hPa,20 km,East,5.6 km/h		/  ,0,0,	 ,
3:55 PM,6.0 °C,0,0,53%,1023 hPa,0,Calm,Calm,0,N/A,	 ,Clear
4:00 PM,6 °C,0,0,40%,1023 hPa,18 km,Calm,Calm,0,0,	 ,
4:55 PM,5.0 °C,0,0,57%,1023 hPa,0,SE,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Clear
5:00 PM,5 °C,0,0,41%,1024 hPa,18 km,SE,3.7 km/h		/  ,0,0,	 ,
5:55 PM,2.0 °C,0,0,70%,1023 hPa,0,North,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Clear
6:00 PM,2 °C,0,0,56%,1024 hPa,15 km,North,3.7 km/h		/  ,0,0,	 ,
6:55 PM,0.0 °C,0,0,80%,1023 hPa,0,NNE,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Clear
7:00 PM,0 °C,0,0,73%,1024 hPa,15 km,NNE,3.7 km/h		/  ,0,0,	 ,
7:55 PM,0.0 °C,0,0,80%,1024 hPa,0,ENE,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Clear
8:00 PM,0 °C,0,0,77%,1025 hPa,15 km,ENE,11.1 km/h		/  ,0,0,	 ,
8:55 PM,1.0 °C,0,0,81%,1025 hPa,0,ENE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
9:00 PM,1 °C,0,0,73%,1025 hPa,15 km,ENE,9.3 km/h		/  ,0,0,	 ,
9:55 PM,0.0 °C,0,0,87%,1025 hPa,0,NE,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Clear
10:00 PM,0,0,0,82%,1026 hPa,15 km,NE,11.1 km/h		/  ,0,0,	 ,
10:55 PM,0,0,0,93%,1025 hPa,0,ENE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
11:00 PM,0,0,0,82%,1026 hPa,15 km,ENE,9.3 km/h		/  ,0,0,	 ,
11:55 PM,0,0,0,86%,1026 hPa,0,NE,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Clear
12:00 AM,0,0,0,84%,1027 hPa,15 km,NE,11.1 km/h		/  ,0,0,	 ,
12:55 AM,0,0,0,86%,1026 hPa,0,NE,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Clear
1:00 AM,0,0,0,84%,1027 hPa,15 km,NE,7.4 km/h		/  ,0,0,	 ,
1:55 AM,0,0,0,86%,1026 hPa,0,NE,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Clear
2:00 AM,0,0,0,81%,1026 hPa,15 km,NE,7.4 km/h		/  ,0,0,	 ,
2:55 AM,0,0,0,93%,1026 hPa,0,NE,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Clear
3:00 AM,0,0,0,83%,1026 hPa,15 km,NE,11.1 km/h		/  ,0,0,	 ,
3:55 AM,0,0,0,93%,1026 hPa,0,NE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
4:00 AM,0,0,0,88%,1026 hPa,15 km,NE,9.3 km/h		/  ,0,0,	 ,
4:55 AM,0,0,0,100%,1025 hPa,0,NNE,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Clear
5:00 AM,0,0,0,94%,1026 hPa,15 km,NNE,7.4 km/h		/  ,0,0,	 ,
5:55 AM,0,0,0,93%,1026 hPa,10.0 km,ENE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Partly Cloudy
6:00 AM,0,0,0,90%,1026 hPa,11 km,ENE,9.3 km/h		/  ,0,0,	 ,Scattered Clouds
6:55 AM,0,0,0,93%,1026 hPa,10.0 km,ENE,13.0 km/h		/ 3.6 m/s,0,N/A,	 ,Partly Cloudy
7:00 AM,0,0,0,90%,1027 hPa,10 km,ENE,13.0 km/h		/  ,0,0,	 ,Scattered Clouds
7:55 AM,0,0,0,86%,1027 hPa,9.0 km,NE,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Unknown
8:00 AM,0,0,0,85%,1027 hPa,9 km,NE,11.1 km/h		/  ,0,0,	 ,Mist
8:55 AM,0,0,0,86%,1027 hPa,0,NE,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Clear
9:00 AM,0,0,0,85%,1028 hPa,15 km,NE,11.1 km/h		/  ,0,0,	 ,
9:55 AM,0.0 °C,0,0,87%,1028 hPa,0,ENE,14.8 km/h		/ 4.1 m/s,0,N/A,	 ,Clear
10:00 AM,0 °C,0,0,79%,1028 hPa,15 km,ENE,14.8 km/h		/  ,0,0,	 ,
10:55 AM,2.0 °C,0,0,75%,1028 hPa,0,East,13.0 km/h		/ 3.6 m/s,0,N/A,	 ,Clear
11:00 AM,2 °C,0,0,65%,1029 hPa,15 km,East,13.0 km/h		/  ,0,0,	 ,
11:55 AM,3.0 °C,0,0,70%,1028 hPa,0,East,18.5 km/h		/ 5.1 m/s,0,N/A,	 ,Clear
12:00 PM,3 °C,0,0,58%,1029 hPa,12 km,East,18.5 km/h		/  ,0,0,	 ,
12:55 PM,4.0 °C,0.6 °C,0,65%,1028 hPa,0,East,14.8 km/h		/ 4.1 m/s,0,N/A,	 ,Clear
1:00 PM,4 °C,0,0,55%,1029 hPa,15 km,East,14.8 km/h		/  ,0,0,	 ,
1:55 PM,5.0 °C,2.8 °C,0,61%,1028 hPa,0,East,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
2:00 PM,5 °C,0,0,49%,1028 hPa,15 km,East,9.3 km/h		/  ,0,0,	 ,
2:55 PM,5.0 °C,1.8 °C,0,57%,1028 hPa,0,East,14.8 km/h		/ 4.1 m/s,0,N/A,	 ,Clear
3:00 PM,5 °C,0,0,45%,1028 hPa,12 km,East,14.8 km/h		/  ,0,0,	 ,
3:55 PM,5.0 °C,2.5 °C,0,57%,1028 hPa,0,East,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Clear
4:00 PM,5 °C,0,0,45%,1028 hPa,12 km,East,11.1 km/h		/  ,0,0,	 ,
4:55 PM,4.0 °C,2.1 °C,0,61%,1028 hPa,0,East,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Clear
5:00 PM,4 °C,0,0,49%,1028 hPa,10 km,East,7.4 km/h		/  ,0,0,	 ,
6:00 PM,2 °C,0,0,56%,1029 hPa,10 km,ENE,5.6 km/h		/  ,0,0,	 ,
6:55 PM,1.0 °C,0,0,81%,1029 hPa,0,ENE,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Clear
